n,type,avg_time_micro
43700,random,7398.2
43700,reversed,4125
43700,nearly,4437.6
43800,random,7268.2
43800,reversed,4131
43800,nearly,4397.6
43900,random,7410
43900,reversed,4280.6
43900,nearly,4475
44000,random,7297.8
44000,reversed,4126.2
44000,nearly,4684
44100,random,7493.8
44100,reversed,4160.4
44100,nearly,4486
44200,random,7507
44200,reversed,4206.6
44200,nearly,4654
44300,random,7541.8
44300,reversed,4216.2
44300,nearly,4665.6
44400,random,7446
44400,reversed,4147
44400,nearly,4665
44500,random,7588.4
44500,reversed,4167.2
44500,nearly,4555.8
44600,random,7578.2
44600,reversed,4309.8
44600,nearly,4476
44700,random,7642.4
44700,reversed,4192.8
44700,nearly,4439.2
44800,random,7608.6
44800,reversed,4441.4
44800,nearly,4469.6
44900,random,7518.4
44900,reversed,4284
44900,nearly,4674
45000,random,7682.6
45000,reversed,4417.4
45000,nearly,4588.4
45100,random,7733.8
45100,reversed,4307.2
45100,nearly,4520.4
45200,random,7682.4
45200,reversed,4272
45200,nearly,4501.8
45300,random,7712.8
45300,reversed,4315.6
45300,nearly,4632.8
45400,random,7675.6
45400,reversed,4231.2
45400,nearly,4663.6
45500,random,7744.4
45500,reversed,4349.2
45500,nearly,4601.6
45600,random,7742.8
45600,reversed,4321.4
45600,nearly,4511.6
45700,random,7834
45700,reversed,4359.6
45700,nearly,4560.6
45800,random,7788
45800,reversed,4313.2
45800,nearly,4558.8
45900,random,7798.4
45900,reversed,4403
45900,nearly,4752
46000,random,7736.8
46000,reversed,4293
46000,nearly,4566.2
46100,random,7766
46100,reversed,4411.4
46100,nearly,4597
46200,random,7655
46200,reversed,4313.4
46200,nearly,4718.4
46300,random,7855.2
46300,reversed,4388.6
46300,nearly,4664
46400,random,7885
46400,reversed,4592.4
46400,nearly,4684.8
46500,random,7940.8
46500,reversed,4686.2
46500,nearly,5028.2
46600,random,8093.4
46600,reversed,4460
46600,nearly,4644.4
46700,random,7804.8
46700,reversed,4444.6
46700,nearly,4760.4
46800,random,7912.6
46800,reversed,4557.4
46800,nearly,4707
46900,random,7905.8
46900,reversed,4474
46900,nearly,4741
47000,random,7798
47000,reversed,4403
47000,nearly,4783.6
47100,random,7973.2
47100,reversed,4502.8
47100,nearly,4662.8
47200,random,7952
47200,reversed,4501.6
47200,nearly,4713.4
47300,random,7992
47300,reversed,4448.4
47300,nearly,4701.2
47400,random,7848.2
47400,reversed,4627.4
47400,nearly,4965
47500,random,7994.4
47500,reversed,4551.2
47500,nearly,4766.6
47600,random,8023.4
47600,reversed,4467.6
47600,nearly,4790.2
47700,random,8088
47700,reversed,4538
47700,nearly,4907.8
47800,random,8048.4
47800,reversed,4479
47800,nearly,4768
47900,random,8072.8
47900,reversed,4566
47900,nearly,4797.6
48000,random,7994.4
48000,reversed,4456.2
48000,nearly,4800.8
48100,random,8128.6
48100,reversed,4582.2
48100,nearly,4894.2
48200,random,8215.2
48200,reversed,4633.4
48200,nearly,4864
48300,random,8185.4
48300,reversed,4676.4
48300,nearly,4954
48400,random,8284.6
48400,reversed,4603
48400,nearly,5047
48500,random,8394.8
48500,reversed,4588
48500,nearly,4843
48600,random,8174.4
48600,reversed,4531.6
48600,nearly,4808.4
48700,random,8332
48700,reversed,4745.8
48700,nearly,5062.4
48800,random,8311
48800,reversed,4625.8
48800,nearly,5083.4
48900,random,8235.6
48900,reversed,4600.4
48900,nearly,4899.8
49000,random,8304.8
49000,reversed,4564.8
49000,nearly,4998.4
49100,random,8327.4
49100,reversed,4699.6
49100,nearly,5016.6
49200,random,8293.6
49200,reversed,4758.4
49200,nearly,5063.6
49300,random,8413
49300,reversed,4679.6
49300,nearly,4910.2
49400,random,8404.4
49400,reversed,4559.4
49400,nearly,4876.4
49500,random,8274
49500,reversed,4692.2
49500,nearly,4895.8
49600,random,8346.8
49600,reversed,4698.6
49600,nearly,4888.2
49700,random,8396.4
49700,reversed,4712.4
49700,nearly,4994
49800,random,8453.4
49800,reversed,4777.2
49800,nearly,5067.8
49900,random,8458.2
49900,reversed,4769.2
49900,nearly,4943.4
50000,random,8468.4
50000,reversed,4777.6
50000,nearly,4998.2
50100,random,8568
50100,reversed,4841.2
50100,nearly,4969.8
50200,random,8396.2
50200,reversed,4939
50200,nearly,5174.6
50300,random,8539
50300,reversed,4794.4
50300,nearly,5000.6
50400,random,8523.2
50400,reversed,4748.2
50400,nearly,5303.6
50500,random,8635.6
50500,reversed,4888.6
50500,nearly,5120
50600,random,8563.6
50600,reversed,4826.8
50600,nearly,5017.2
50700,random,8640.4
50700,reversed,4841.8
50700,nearly,5067
50800,random,8566.6
50800,reversed,4870.4
50800,nearly,5068.4
50900,random,8690
50900,reversed,4852.2
50900,nearly,5202.8
51000,random,8629.8
51000,reversed,4998.4
51000,nearly,5115
51100,random,8747
51100,reversed,5032.2
51100,nearly,5264
51200,random,8739.8
51200,reversed,4861.4
51200,nearly,5264.8
51300,random,8769.6
51300,reversed,4863.6
51300,nearly,5036.6
51400,random,8604.6
51400,reversed,4844.2
51400,nearly,5117.4
51500,random,8746.4
51500,reversed,4867.8
51500,nearly,5113.2
51600,random,8747
51600,reversed,4843.8
51600,nearly,5145.2
51700,random,8731.8
51700,reversed,4965.4
51700,nearly,5181.6
51800,random,8986.2
51800,reversed,4901.4
51800,nearly,5205
51900,random,8793.6
51900,reversed,4922.2
51900,nearly,5204.2
52000,random,8805.2
52000,reversed,4957.2
52000,nearly,5258.6
52100,random,8962
52100,reversed,4939.8
52100,nearly,5241.4
52200,random,8850
52200,reversed,5002.8
52200,nearly,5211.8
52300,random,8829.8
52300,reversed,5012.4
52300,nearly,5202.4
52400,random,8873.4
52400,reversed,4941.4
52400,nearly,5274.4
52500,random,8933.6
52500,reversed,5071.4
52500,nearly,5338.6
52600,random,8951.8
52600,reversed,5087.2
52600,nearly,5265
52700,random,8984.8
52700,reversed,5270
52700,nearly,5228.4
52800,random,8821.2
52800,reversed,4945.8
52800,nearly,5242.2
52900,random,8915
52900,reversed,4997.2
52900,nearly,5350
53000,random,8984.2
53000,reversed,5244.4
53000,nearly,5420
53100,random,9167.6
53100,reversed,5143.6
53100,nearly,5331.6
53200,random,8982.6
53200,reversed,5093.4
53200,nearly,5592.4
53300,random,9138
53300,reversed,5005.4
53300,nearly,5417.8
53400,random,9204.4
53400,reversed,5080.8
53400,nearly,5492.2
53500,random,9147.4
53500,reversed,5264.6
53500,nearly,5324
53600,random,9092.6
53600,reversed,5041.4
53600,nearly,5440.4
53700,random,9128.6
53700,reversed,5436.4
53700,nearly,5617.2
53800,random,9272.8
53800,reversed,5514.4
53800,nearly,5694.2
53900,random,9225.4
53900,reversed,5220.8
53900,nearly,5567.4
54000,random,9310.4
54000,reversed,5267.2
54000,nearly,5528.2
54100,random,9428.4
54100,reversed,5367.8
54100,nearly,5562.8
54200,random,9374.6
54200,reversed,5278
54200,nearly,5566.8
54300,random,9404.2
54300,reversed,5148
54300,nearly,5460.8
54400,random,10166.6
54400,reversed,5781.4
54400,nearly,5616
54500,random,9492
54500,reversed,5636.4
54500,nearly,6261.2
54600,random,10767
54600,reversed,5700
54600,nearly,5787
54700,random,9423
54700,reversed,5346.2
54700,nearly,5508.6
54800,random,9641.2
54800,reversed,17937.2
54800,nearly,6760
54900,random,9547.8
54900,reversed,5336
54900,nearly,5559
55000,random,9557.4
55000,reversed,5301.6
55000,nearly,5464.4
55100,random,9272.4
55100,reversed,5264.4
55100,nearly,5607.6
55200,random,9516.4
55200,reversed,5317.4
55200,nearly,5623.8
55300,random,9495.8
55300,reversed,5256.6
55300,nearly,5643.8
55400,random,9412.2
55400,reversed,5306
55400,nearly,8366
55500,random,9923.2
55500,reversed,5640
55500,nearly,5758.6
55600,random,9854.4
55600,reversed,6148.8
55600,nearly,5672.8
55700,random,9921.8
55700,reversed,5560.8
55700,nearly,5783.8
55800,random,9632.4
55800,reversed,5499.6
55800,nearly,5667.2
55900,random,9760
55900,reversed,5629.2
55900,nearly,10223.6
56000,random,9909.8
56000,reversed,5414.4
56000,nearly,5930.4
56100,random,9632.4
56100,reversed,5382.4
56100,nearly,5773.6
56200,random,9636.8
56200,reversed,5279.8
56200,nearly,5590.8
56300,random,9576.8
56300,reversed,5432.4
56300,nearly,5685.4
56400,random,9478.8
56400,reversed,5287.8
56400,nearly,5677.2
56500,random,9710.2
56500,reversed,5716.6
56500,nearly,6035.6
56600,random,9521.8
56600,reversed,5533
56600,nearly,5758.6
56700,random,9763.8
56700,reversed,5511.2
56700,nearly,5792.4
56800,random,9766
56800,reversed,5445.8
56800,nearly,6018.2
56900,random,9696.6
56900,reversed,5373.6
56900,nearly,5929.6
57000,random,9790
57000,reversed,5512
57000,nearly,5709.4
57100,random,9774
57100,reversed,5466
57100,nearly,5795.2
57200,random,9718.8
57200,reversed,5643.8
57200,nearly,5802.6
57300,random,9740.4
57300,reversed,5527
57300,nearly,5842.8
57400,random,9810
57400,reversed,5541.8
57400,nearly,5992.4
57500,random,9804.8
57500,reversed,5569.8
57500,nearly,5742.6
57600,random,9744.8
57600,reversed,5449.6
57600,nearly,5783.2
57700,random,9781.8
57700,reversed,5485.6
57700,nearly,5672.8
57800,random,9688.4
57800,reversed,5569.6
57800,nearly,5812.8
57900,random,9931.6
57900,reversed,5535
57900,nearly,6011.8
58000,random,9937.2
58000,reversed,5521.4
58000,nearly,5705.6
58100,random,9768.4
58100,reversed,5449.8
58100,nearly,5816.4
58200,random,9887
58200,reversed,5575.4
58200,nearly,5791.8
58300,random,9950
58300,reversed,5671.8
58300,nearly,5883.8
58400,random,9860.2
58400,reversed,5546
58400,nearly,5953
58500,random,13939.2
58500,reversed,8654.2
58500,nearly,18000.2
58600,random,11629
58600,reversed,6010
58600,nearly,6356.6
58700,random,10097.4
58700,reversed,5842.4
58700,nearly,5994
58800,random,10085
58800,reversed,5611.4
58800,nearly,6012.2
58900,random,9884.2
58900,reversed,5786.8
58900,nearly,5896
59000,random,9930
59000,reversed,5717.2
59000,nearly,5947.4
59100,random,10198.2
59100,reversed,5919.8
59100,nearly,5943
59200,random,9986.6
59200,reversed,5664.2
59200,nearly,6070.8
59300,random,10096.8
59300,reversed,5775.4
59300,nearly,6046.8
59400,random,10160.8
59400,reversed,5832.6
59400,nearly,5909.4
59500,random,10073.6
59500,reversed,5643.4
59500,nearly,5917.4
59600,random,10155.6
59600,reversed,5664.2
59600,nearly,5931.4
59700,random,10094
59700,reversed,5783.2
59700,nearly,6573.8
59800,random,10873
59800,reversed,6056.4
59800,nearly,6249
59900,random,10329.8
59900,reversed,5977.6
59900,nearly,6026.2
60000,random,10268.4
60000,reversed,5811.2
60000,nearly,6354.8
60100,random,10255.2
60100,reversed,6016.6
60100,nearly,6033.2
60200,random,10296.8
60200,reversed,5801.6
60200,nearly,6029.4
60300,random,10181.6
60300,reversed,5817.6
60300,nearly,6054.2
60400,random,10423.4
60400,reversed,5906.6
60400,nearly,6246.4
60500,random,10395.8
60500,reversed,5719.6
60500,nearly,6208.4
60600,random,10295.6
60600,reversed,5722.6
60600,nearly,6041
60700,random,10248.6
60700,reversed,5863
60700,nearly,6130.8
60800,random,10423.2
60800,reversed,5802.8
60800,nearly,6173.6
60900,random,10551.6
60900,reversed,5780.4
60900,nearly,6270.6
61000,random,10456
61000,reversed,6136
61000,nearly,6376.4
61100,random,10440.8
61100,reversed,6010.4
61100,nearly,6119.8
61200,random,10367.2
61200,reversed,5949.6
61200,nearly,6166.8
61300,random,10378.8
61300,reversed,5817.4
61300,nearly,6098.2
61400,random,10517.6
61400,reversed,5967.8
61400,nearly,6333.4
61500,random,10651.2
61500,reversed,5922.2
61500,nearly,6352.8
61600,random,10561
61600,reversed,5930.4
61600,nearly,6386.2
61700,random,10647.2
61700,reversed,6019.4
61700,nearly,6342.6
61800,random,10630.6
61800,reversed,6212.8
61800,nearly,6391.6
61900,random,10496.2
61900,reversed,5947
61900,nearly,6151
62000,random,10481.6
62000,reversed,5980.4
62000,nearly,6498.4
62100,random,10544.8
62100,reversed,5920.8
62100,nearly,6397.2
62200,random,10628.4
62200,reversed,5981
62200,nearly,6286.2
62300,random,10661
62300,reversed,5976.4
62300,nearly,6324.4
62400,random,10741
62400,reversed,6054
62400,nearly,6397
62500,random,10631.8
62500,reversed,5952
62500,nearly,6639.6
62600,random,10826.2
62600,reversed,6075.4
62600,nearly,6451.8
62700,random,10770.6
62700,reversed,6115.2
62700,nearly,6429.2
62800,random,10670.4
62800,reversed,5981.2
62800,nearly,6256.6
62900,random,10828.6
62900,reversed,14787.8
62900,nearly,6775
63000,random,10925.6
63000,reversed,6105.2
63000,nearly,6353.2
63100,random,10861.8
63100,reversed,6329.6
63100,nearly,6656.8
63200,random,11067.2
63200,reversed,6458.6
63200,nearly,6746.2
63300,random,10914.4
63300,reversed,6162.8
63300,nearly,6332.4
63400,random,10935
63400,reversed,6240.6
63400,nearly,6408.2
63500,random,10960.8
63500,reversed,6153.6
63500,nearly,6397.4
63600,random,10930
63600,reversed,6175.6
63600,nearly,6370
63700,random,10944.2
63700,reversed,6039.6
63700,nearly,7162
63800,random,11387.4
63800,reversed,6045.6
63800,nearly,6562.8
63900,random,11013.6
63900,reversed,6185.2
63900,nearly,6398.8
64000,random,11053.4
64000,reversed,6193.2
64000,nearly,6763.6
64100,random,10870
64100,reversed,6183.8
64100,nearly,6577.8
64200,random,11038.4
64200,reversed,6210.8
64200,nearly,6747.2
64300,random,11072.6
64300,reversed,6361.6
64300,nearly,6861.4
64400,random,11173.2
64400,reversed,6239
64400,nearly,6662.2
64500,random,11205.6
64500,reversed,6337.6
64500,nearly,7060
64600,random,11143.4
64600,reversed,6218.6
64600,nearly,6639.6
64700,random,11003.2
64700,reversed,6168.8
64700,nearly,6430.8
64800,random,11079.2
64800,reversed,6227
64800,nearly,6741
64900,random,13658.8
64900,reversed,6637
64900,nearly,6704.2
65000,random,11151.2
65000,reversed,6421.4
65000,nearly,6762.8
65100,random,11120.8
65100,reversed,6208.8
65100,nearly,7274.4
65200,random,18834.4
65200,reversed,9265.6
65200,nearly,7999.6
65300,random,12645
65300,reversed,7428.4
65300,nearly,7028.4
65400,random,12131
65400,reversed,6540.2
65400,nearly,7002.4
65500,random,11575.4
65500,reversed,6339.4
65500,nearly,6919.8
65600,random,11532.6
65600,reversed,6540
65600,nearly,7100
65700,random,11663
65700,reversed,6263.6
65700,nearly,6925.8
65800,random,11307.6
65800,reversed,6515
65800,nearly,6765.2
65900,random,11497
65900,reversed,6349.4
65900,nearly,6694.6
66000,random,11503
66000,reversed,6430.2
66000,nearly,6874.8
66100,random,11356.4
66100,reversed,6696
66100,nearly,7115.4
66200,random,11586
66200,reversed,6392.8
66200,nearly,6695.8
66300,random,11500
66300,reversed,6324.6
66300,nearly,6797.8
66400,random,11400.6
66400,reversed,6357.2
66400,nearly,6834.6
66500,random,11440.8
66500,reversed,6785
66500,nearly,6657.2
66600,random,11472
66600,reversed,6718.6
66600,nearly,6837.2
66700,random,11326.6
66700,reversed,6298.2
66700,nearly,6637.4
66800,random,11416.4
66800,reversed,6402.2
66800,nearly,6680.6
66900,random,11532.6
66900,reversed,6774.4
66900,nearly,6955.6
67000,random,11387.8
67000,reversed,6594.2
67000,nearly,6775.8
67100,random,11545.8
67100,reversed,6468.8
67100,nearly,6736.6
67200,random,11604.8
67200,reversed,6722.4
67200,nearly,7136.2
67300,random,11624.6
67300,reversed,6534.4
67300,nearly,6748
67400,random,11707.8
67400,reversed,6477.4
67400,nearly,6965.2
67500,random,11507.4
67500,reversed,6477.4
67500,nearly,6963.4
67600,random,11782.8
67600,reversed,6460.4
67600,nearly,6831.2
67700,random,11679.2
67700,reversed,6660.6
67700,nearly,7422.2
67800,random,11582.6
67800,reversed,6467.6
67800,nearly,6928.6
67900,random,12303.4
67900,reversed,6724.4
67900,nearly,7033.8
68000,random,11745
68000,reversed,6603.2
68000,nearly,6907.2
68100,random,11810
68100,reversed,6673.2
68100,nearly,7209
68200,random,11895.4
68200,reversed,6850
68200,nearly,7295.8
68300,random,11987.6
68300,reversed,6544
68300,nearly,7159.4
68400,random,11898.2
68400,reversed,6712.6
68400,nearly,7059.4
68500,random,11996.4
68500,reversed,6637.6
68500,nearly,6962.6
68600,random,11923
68600,reversed,6954.4
68600,nearly,7289
68700,random,12010.2
68700,reversed,6801.4
68700,nearly,7049.2
68800,random,12089.4
68800,reversed,6666.4
68800,nearly,7068.8
68900,random,11954.6
68900,reversed,6665
68900,nearly,7060
69000,random,12046
69000,reversed,6753
69000,nearly,7572.6
69100,random,12038.8
69100,reversed,6827
69100,nearly,7151.4
69200,random,11979.2
69200,reversed,6761
69200,nearly,6950.2
69300,random,11987.8
69300,reversed,6693
69300,nearly,7176.4
69400,random,11826
69400,reversed,6774
69400,nearly,7139.8
69500,random,11864.2
69500,reversed,6666.8
69500,nearly,7130
69600,random,12049.8
69600,reversed,6706.4
69600,nearly,7062.4
69700,random,12129.6
69700,reversed,6783.2
69700,nearly,7091.6
69800,random,12074.6
69800,reversed,6737.6
69800,nearly,7145.8
69900,random,12165.4
69900,reversed,6869.4
69900,nearly,7150.2
70000,random,12024.6
70000,reversed,6750.4
70000,nearly,7116.8
70100,random,12182.8
70100,reversed,7059.8
70100,nearly,7253.8
70200,random,15888.4
70200,reversed,7039.2
70200,nearly,7391.6
70300,random,12258.8
70300,reversed,7332.6
70300,nearly,10396.4
70400,random,12102.2
70400,reversed,6767.8
70400,nearly,7201.4
70500,random,12228
70500,reversed,6808.8
70500,nearly,7171.6
70600,random,12186.6
70600,reversed,6840.8
70600,nearly,7318.6
70700,random,12372.2
70700,reversed,6863.6
70700,nearly,7283.4
70800,random,12176.2
70800,reversed,6925.2
70800,nearly,7201.6
70900,random,12380.2
70900,reversed,6997.4
70900,nearly,7279.4
71000,random,12312.4
71000,reversed,10684
71000,nearly,10028.4
71100,random,12235.8
71100,reversed,7128.8
71100,nearly,7926.8
71200,random,12542.2
71200,reversed,6880.8
71200,nearly,7637.2
71300,random,12511
71300,reversed,7272.4
71300,nearly,7264
71400,random,12372.2
71400,reversed,7033.2
71400,nearly,7691
71500,random,12487.6
71500,reversed,7052.4
71500,nearly,7612.8
71600,random,14670.6
71600,reversed,7092.4
71600,nearly,7348.2
71700,random,12627
71700,reversed,7002.6
71700,nearly,7394
71800,random,12716
71800,reversed,7205.8
71800,nearly,7623.2
71900,random,12509.6
71900,reversed,7101.8
71900,nearly,7470.4
72000,random,12670.6
72000,reversed,7019
72000,nearly,7447.6
72100,random,12672.2
72100,reversed,7058.4
72100,nearly,9470.8
72200,random,12546.2
72200,reversed,7183.2
72200,nearly,7662.6
72300,random,12662
72300,reversed,7143.6
72300,nearly,7719.4
72400,random,12650
72400,reversed,7287.2
72400,nearly,7647.6
72500,random,12753.4
72500,reversed,7041.8
72500,nearly,7339
72600,random,12593
72600,reversed,7084.6
72600,nearly,7475.4
72700,random,12583
72700,reversed,7115.8
72700,nearly,7434.4
72800,random,12471.4
72800,reversed,7010.8
72800,nearly,7371
72900,random,12734.2
72900,reversed,7136.8
72900,nearly,7717.4
73000,random,12784.2
73000,reversed,7088
73000,nearly,7423.2
73100,random,12974.2
73100,reversed,7523.8
73100,nearly,7652.4
73200,random,12693.8
73200,reversed,7228.2
73200,nearly,7462.6
73300,random,12770.2
73300,reversed,7459.8
73300,nearly,7337.8
73400,random,12588.6
73400,reversed,7252.6
73400,nearly,7516.4
73500,random,12720.2
73500,reversed,7128.8
73500,nearly,7497
73600,random,12637
73600,reversed,7198.2
73600,nearly,7417.6
73700,random,12678.2
73700,reversed,7432
73700,nearly,7680.6
73800,random,12747.6
73800,reversed,7320
73800,nearly,7654.8
73900,random,12624.2
73900,reversed,7153.2
73900,nearly,7486.6
74000,random,12688.4
74000,reversed,7440.4
74000,nearly,7476.2
74100,random,12828.2
74100,reversed,7230
74100,nearly,7576.6
74200,random,12680.4
74200,reversed,7288.2
74200,nearly,7522.6
74300,random,12953.2
74300,reversed,7290
74300,nearly,7581.6
74400,random,12790.6
74400,reversed,7467.4
74400,nearly,7603.4
74500,random,12879.4
74500,reversed,7295.2
74500,nearly,7665
74600,random,12761.8
74600,reversed,7352.6
74600,nearly,7785.8
74700,random,12894.4
74700,reversed,7201.2
74700,nearly,7678.4
74800,random,13001.4
74800,reversed,7308.4
74800,nearly,7686.4
74900,random,13004.4
74900,reversed,7341.4
74900,nearly,7809.8
75000,random,12823.8
75000,reversed,7331.4
75000,nearly,7901
75100,random,13047.8
75100,reversed,7492.6
75100,nearly,7664
75200,random,12859
75200,reversed,7407.4
75200,nearly,7646
75300,random,13023.4
75300,reversed,7611.6
75300,nearly,7610.8
75400,random,12876.8
75400,reversed,7342.6
75400,nearly,7673.6
75500,random,12973.8
75500,reversed,7434.4
75500,nearly,7752.2
75600,random,12982.6
75600,reversed,7373.8
75600,nearly,7749.6
75700,random,13060.8
75700,reversed,7511.2
75700,nearly,7648
75800,random,12957.2
75800,reversed,7446.6
75800,nearly,7890
75900,random,13177.6
75900,reversed,7466
75900,nearly,7946.8
76000,random,13031
76000,reversed,7736.6
76000,nearly,7738.8
76100,random,13135.4
76100,reversed,7415
76100,nearly,7735.6
76200,random,13110
76200,reversed,7409.6
76200,nearly,7856.8
76300,random,13273.6
76300,reversed,7403.4
76300,nearly,7924.2
76400,random,13144.2
76400,reversed,7381.4
76400,nearly,7873
76500,random,13271.8
76500,reversed,7443.6
76500,nearly,7804.6
76600,random,13166.8
76600,reversed,7789.2
76600,nearly,7984.2
76700,random,13325
76700,reversed,7614.6
76700,nearly,7895
76800,random,13213.2
76800,reversed,7532.4
76800,nearly,8308.6
76900,random,13330.8
76900,reversed,7444
76900,nearly,7877.2
77000,random,13434.8
77000,reversed,7673.2
77000,nearly,7930
77100,random,13240
77100,reversed,7548.6
77100,nearly,8046.8
77200,random,13257
77200,reversed,7501.6
77200,nearly,7807.6
77300,random,13463.2
77300,reversed,7943.4
77300,nearly,8300.8
77400,random,13672
77400,reversed,8065.2
77400,nearly,8585.6
77500,random,13686.4
77500,reversed,7640.2
77500,nearly,8107.8
77600,random,13366
77600,reversed,7522.4
77600,nearly,8240.6
77700,random,13508.6
77700,reversed,7527.8
77700,nearly,7988.4
77800,random,13534.6
77800,reversed,7837.4
77800,nearly,8067.2
77900,random,13382.6
77900,reversed,7631.4
77900,nearly,8247.4
78000,random,13376.8
78000,reversed,7607.4
78000,nearly,7920.6
78100,random,13847.6
78100,reversed,8163.6
78100,nearly,7979.8
78200,random,13534.4
78200,reversed,7985.4
78200,nearly,8159.2
78300,random,13509.6
78300,reversed,7645.2
78300,nearly,8302
78400,random,19256.6
78400,reversed,9049.4
78400,nearly,8730.8
78500,random,13900
78500,reversed,7927
78500,nearly,8301.4
78600,random,13569.2
78600,reversed,7618.4
78600,nearly,8392.8
78700,random,13865.8
78700,reversed,7697.6
78700,nearly,12023.4
78800,random,14366
78800,reversed,7694.6
78800,nearly,8098.2
78900,random,13827.8
78900,reversed,7909.8
78900,nearly,8206.8
79000,random,13743
79000,reversed,7884
79000,nearly,8298.2
79100,random,13590
79100,reversed,7679.6
79100,nearly,8292.8
79200,random,14000.8
79200,reversed,8220.2
79200,nearly,8384.2
79300,random,14113.2
79300,reversed,8241.4
79300,nearly,8407.2
79400,random,14047.2
79400,reversed,8342.8
79400,nearly,8741.6
79500,random,14182
79500,reversed,8095.2
79500,nearly,8584.8
79600,random,13952.6
79600,reversed,7836
79600,nearly,8213
79700,random,13960.4
79700,reversed,8169.6
79700,nearly,8519.8
79800,random,14119.4
79800,reversed,8058.2
79800,nearly,8156.2
79900,random,13748.2
79900,reversed,7962.2
79900,nearly,8501.4
80000,random,13969.6
80000,reversed,7901.2
80000,nearly,8471.8
80100,random,14078
80100,reversed,8288.6
80100,nearly,8506.4
80200,random,14171
80200,reversed,8108.4
80200,nearly,8355.2
80300,random,14000.4
80300,reversed,7861.6
80300,nearly,8490
80400,random,14205.2
80400,reversed,8200
80400,nearly,8243.8
80500,random,14107.4
80500,reversed,7870.8
80500,nearly,8245.8
80600,random,15709.4
80600,reversed,8753.6
80600,nearly,9008
80700,random,14889.2
80700,reversed,8463.8
80700,nearly,8712
80800,random,14091
80800,reversed,8015.2
80800,nearly,8367.2
80900,random,14248
80900,reversed,7845.2
80900,nearly,8573.4
81000,random,14093
81000,reversed,7804
81000,nearly,8272.6
81100,random,14159
81100,reversed,7821.6
81100,nearly,8329
81200,random,14087.6
81200,reversed,7957.8
81200,nearly,8754.2
81300,random,14154.8
81300,reversed,8184
81300,nearly,8637.4
81400,random,14195.4
81400,reversed,7957.2
81400,nearly,8628.8
81500,random,14408.4
81500,reversed,8461.6
81500,nearly,8591
81600,random,14025.6
81600,reversed,8264.2
81600,nearly,8716.6
81700,random,14214.4
81700,reversed,7958.2
81700,nearly,8853
81800,random,14389
81800,reversed,7920.6
81800,nearly,8523.4
81900,random,14371.8
81900,reversed,8170.8
81900,nearly,8312.8
82000,random,14038.6
82000,reversed,8001
82000,nearly,8349.6
82100,random,14040.8
82100,reversed,8071
82100,nearly,8438
82200,random,14093.6
82200,reversed,7913.6
82200,nearly,8681
82300,random,14224.8
82300,reversed,7984
82300,nearly,8514.2
82400,random,14370.2
82400,reversed,8138.2
82400,nearly,8468.6
82500,random,14516.4
82500,reversed,8043.6
82500,nearly,8831.4
82600,random,14423.6
82600,reversed,8226
82600,nearly,8505
82700,random,14485.8
82700,reversed,8010
82700,nearly,8459.4
82800,random,14240.4
82800,reversed,8232
82800,nearly,8511.2
82900,random,14488.6
82900,reversed,8034
82900,nearly,9116
83000,random,15045.2
83000,reversed,8769
83000,nearly,8805.4
83100,random,14611.6
83100,reversed,8249
83100,nearly,8649.8
83200,random,14534.4
83200,reversed,8186.2
83200,nearly,8890.6
83300,random,14407.8
83300,reversed,8266
83300,nearly,8742.2
83400,random,14893
83400,reversed,8200.8
83400,nearly,8793.8
83500,random,14383.2
83500,reversed,8109.4
83500,nearly,8553.6
83600,random,14650
83600,reversed,8390
83600,nearly,8662.2
83700,random,14789.4
83700,reversed,8340
83700,nearly,8733.2
83800,random,14643.2
83800,reversed,8447.2
83800,nearly,9197.4
83900,random,14504.8
83900,reversed,8257.4
83900,nearly,8745.2
84000,random,14611.8
84000,reversed,8524.6
84000,nearly,8723.2
84100,random,14652.8
84100,reversed,8430.6
84100,nearly,8641.8
84200,random,14745
84200,reversed,8525.6
84200,nearly,8900.8
84300,random,14673.2
84300,reversed,8242
84300,nearly,8963.8
84400,random,15995.8
84400,reversed,9851.4
84400,nearly,8841.4
84500,random,15093.2
84500,reversed,8575.6
84500,nearly,9631
84600,random,15003.2
84600,reversed,8501.2
84600,nearly,8676.4
84700,random,14605
84700,reversed,8240
84700,nearly,9258.8
84800,random,15003.4
84800,reversed,8780.4
84800,nearly,9125.2
84900,random,14910.2
84900,reversed,8483.8
84900,nearly,9226.4
85000,random,14764.2
85000,reversed,8393.6
85000,nearly,9027.6
85100,random,14924.8
85100,reversed,8412
85100,nearly,9338.8
85200,random,14783.8
85200,reversed,8554
85200,nearly,8819.4
85300,random,14878.8
85300,reversed,8378.6
85300,nearly,8813
85400,random,14762
85400,reversed,8468.6
85400,nearly,9270.8
85500,random,15158.2
85500,reversed,8615.4
85500,nearly,8866
85600,random,15005.8
85600,reversed,10197.4
85600,nearly,9481
85700,random,16111
85700,reversed,9261.4
85700,nearly,9381
85800,random,16396.8
85800,reversed,9712.4
85800,nearly,9480
85900,random,17798
85900,reversed,18355
85900,nearly,10738.6
86000,random,18746.4
86000,reversed,9190
86000,nearly,9532.2
86100,random,15695.2
86100,reversed,8913.2
86100,nearly,9191
86200,random,15244.4
86200,reversed,8450.8
86200,nearly,9541.2
86300,random,15148.2
86300,reversed,8732.2
86300,nearly,9363.6
